Title,Link Lyrics,Name,Text Lyrics,Length,Main Language,English Translation Lyrics
On Dancefloors,https://www.metrolyrics.com/on-dancefloors-lyrics-metronomy.html,metronomy,"Hearing, Is getting me down Is getting me down to the disco floor. Hearing, is wearing me down It's wearing down from my ears. All those evenings, spent disappointed on dancefloors ?, and learn one day. I want to get more from this I want to get more from this I want to get more from this, than you. Sometimes i'll put up with it, alright. But i can't even dance the way i might were it just me and you tonight. I want to get more from this I want to get more from this I want to get more from this I want to get more from this, than you",538,en,
Trouble,https://www.metrolyrics.com/trouble-lyrics-metronomy.html,metronomy,"I don't want to go out You don't wanna stay in I guess we're gonna argue again. There's a tear in your eye I guess we're gonna argue again,  wooohooo. But what I do is always To you my heart is all so true But I might argue again You know that it's true I'm loving you, I know, not again, we're arguing",302,en,
Call Me,https://www.metrolyrics.com/call-me-lyrics-metronomy.html,metronomy,Call it as you see Call it what you like Call it you and me Call it anything Only wrong to do Saw it from afar Coming into view Call it anything Call it your friend But everyone's your friend Only if they say Call up on me We all need company. Call me Valentine Call me Valentine. Follow Rivoli Follow Vivienne Follow them to me Follow anything Only wrong to do Saw them from afar Crashing in to view Follow anything Follow your friends But everyone's your friend Only if the say Call up on me But you belong to me. We can get better We can get better We can get better We can get better We can do anything You could be mine. Yeah we can try anything We can say we'll try anything And you could be mine,702,en,
Corinne,https://www.metrolyrics.com/corinne-lyrics-metronomy.html,metronomy,"Oh Corinne I've got a pain in my heart I think it's because of you 'Cause they kicked me out of the forces When I laid a hand on you. Oh Corinne I'd take this pain in my heart For just one night with you If they'd let me back in the forces And I could lay my hand on you. I've got my heart tight up Now with the boom and the bang I'm not gonna fight you again. I've got my heart tight up Now with the boom and the bang I'm not gonna fight you again. I've got my heart tight up Now with the boom and the bang I'm not gonna fight you again. I've got my heart tight up Now with the boom and the bang I'm not gonna fight you again. I've got my heart tight up, I've got my heart in a bind She just wants to dance all the time. I've got my heart tight up, I've got my heart in a bind She just wants to dance all the time. I've got my heart tight up, I've got my heart in a bind She just wants to dance all the time. I've got my heart tight up, I've got my heart in a bind She just wants to dance all the time. I've got my heart tight up Now with the boom and the bang I'm not gonna fight you again. I've got my heart tight up Now with the boom and the bang I'm not gonna fight you again. I've got my heart tight up Now with the boom and the bang I'm not gonna fight you again. I've got my heart tight up Now with the boom and the bang I'm not gonna fight you again.  ",1361,en,
You Could Easily Have Me,https://www.metrolyrics.com/you-could-easily-have-me-lyrics-metronomy.html,metronomy,"I am going insane, this shit is all of a pain I cannot maintain as the shit gnaws at my brain I wish you could be me and then as you would see How tired I am and how you get the best of me I wish you could look at me while you're raping me You are taking my life and selling it, tehehe Why should I complain, at least it helps my pain I am very cool now and there's gossip bout my fame I am going insane, this shit is all of a pain I cannot maintain as the shit gnaws at my brain Wish you could be me and then as you would see How tired I am and how you get the best of me I wish you could look at me while you're raping me I wish you could look at me while you're raping me You fuckin' pussy",692,en,
Everything Goes My Way,https://www.metrolyrics.com/everything-goes-my-way-lyrics-metronomy.html,metronomy,"When I take you back,  I thought you'd only up and run But you are still here, I know And when I take you back, I thought you'd only up and run But you are still here, you are still here. And now everything goes my way And now everything goes my way,  it feels so good to have you back my love I'm in love again... Love, I'm in love again... Why give it all on you,  you shot a hole in my heart straight through. When you pushed me aside, three weeks I cried But now you got me back,  You know I'll never up and run Yeah I stay in here, I stay right here And now everything goes my way And now everything goes my way,  it feels so good to have you back my love I'm in love again... Love, I'm in love again... Love, I'm in love again... Love, I'm in love again... .  ",766,en,
Reservoir,https://www.metrolyrics.com/reservoir-lyrics-metronomy.html,metronomy,I heard you made the hull of a boat downtown I heard you got a job at the builders yard But we should never say that we drifted far Yeah we should never say that we drifted far And I could never take good care of you. Because we had so much to lose But we should never say that we drifted far Yeah we should take a trip to the reservoir Yeah we should take a trip to the reservoir. Heartbeats drifting together Heartbeats aaaaah Walk in the wood wet under foot Up to no good ah-ah-ah-ah. I heard you cast off and she sailed real fine I heard you met her bow with a bottle of wine Well you should let me know when you're home and dry Well you should let me know when you're home and dry. I heard you took an old school friend with you The one you always said you would Well we can never say that we drifted far. Yeah we should take a trip to the reservoir Yeah we should take a trip to the reservoir. Heartbeats drifting together Heartbeats aaaaah Walk in the wood wet under foot Up to no good ah-ah-ah-ah,1004,en,
We Broke Free,https://www.metrolyrics.com/we-broke-free-lyrics-metronomy.html,metronomy,"So get yourself fixed up I'll take you out round town I swear you'll never witness Anything quite as fine. Thank God, the gold is mine Thank God, the gold is mine Thank God, the gold is mine. Where we stood on this hill I used to think of you That one day we'd get together And here we'd climb. Thank God, the gold is mine Thank God, the gold is mine Thank God, the gold is mine. Thank God, the gold is mine Thank God, the gold is mine Thank God, the gold is mine. Thank God, the gold is mine Thank God, the gold is mine Thank God, the gold is mine. Thank God, the gold is mine",577,en,
Monstrous,https://www.metrolyrics.com/monstrous-lyrics-metronomy.html,metronomy,"Everything and nothing matters now, with you hold your hair back if you feel unwell, do you? Every nights the mark of a new day and every day's the mark of something new Promise that you'll follow me, This wasn't meant for me and you. So hold on tight to everything you love Honestly its all I care about Hold on tight to everything you love Honestly its all I'm thinking of Hold on tight to everything you care about Hopelessly it's all I dream about Hold on tight because this may be the last time we dance. Didn't say you couldn't do it well Only said I have to try again I could never stop from listening in Someones left the car engine running Every nights the mark of a new day And everyday's the mark of something new Promise that you'll follow me, I couldn't stand to be alone. And it could wait wait for the after show I've got four more so why you bawling for? I've got to hold back to then And I couldn't have ever swam better, but you could have turned a blind eye But I've gone over the road and I'm gonna go this time. So hold on tight to everything you love Honestly its all I care about Hold on tight to everything you love Honestly its all I'm thinking of Hold on tight to everything you care about Hopelessly it's all I dream about Hold on tight because this may be the last time we dance",1306,en,
The Upsetter,https://www.metrolyrics.com/the-upsetter-lyrics-metronomy.html,metronomy,"I've gotta beam my message to ya Straight from the sattelite 'cos girl we're meant to be together Yeah girl we're meant to be together I'm back out on the Riviera It gets so cold at night I've gotta beam my message to ya I've gotta beam my message to ya I've gotta beam my message to ya. Should've known from the call that you let up You're not alone when you're still in love And everyone says that I'm the upsetter But I'm alone and I'm so in love I've got it bad and now this heart beats black So black, oh yeah. We live in 1992 here Playing sleeping sattelites Playing Prince and Deacon Blue, yeah Playing ""I Will Always Love You"", yeah But when I think of me and you Get shivers down my spine I've gotta beam my message to ya I've gotta beam my message to ya. Should've known from the call that you let up You're not alone when you're still in love And everyone says that I'm the upsetter But I'm alone and I'm so in love I've got it bad and now this heart beats black So black, oh yeah. Should've known from the call that you let up You're not alone when you're still in love And everyone says that I'm the upsetter But I'm alone and I'm so in love I've got it bad and now this heart beats black So black, oh yeah. You're really giving me a hard time tonight You're really giving me a hard time tonight Why you giving me a hard time tonight? You're really giving me a hard time tonight You're really giving me a hard time tonight You're really giving me a hard time tonight Why you giving me a hard time tonight? You're really giving me a hard time tonight",1562,en,
Some Written,https://www.metrolyrics.com/some-written-lyrics-metronomy.html,metronomy,"I tried to catch you up but I'm too late So as I finish up your lemonade I'll send a message, some written, one sung You left a number that's eight numbers long. I though I did enough but that's my mistake It's time to liven up your lemonade I'll send a message, some written, one sung You left a number that's eight numbers long. There's no getting over so I'm done I'll forget the number and I'm gone There's no getting over so I'm done I'll forget the number and I'm gone",474,en,
Holiday,https://www.metrolyrics.com/holiday-lyrics-metronomy.html,metronomy,"I've been watching my money (Watching my money) Save, saving up for a holiday (Up for my holiday) A week in Paris (a week in Paris), a trip to Rome I can't afford to go on my own. So you want me to yourself Well, you must know that won't happen So you want me to yourself Well, you must know that won't happen. I've prepared my bikini (My bikini) Prepared for my holiday (For my holiday). We won't go to Paris It's full of things you like too much We won't go to Germany It's full of girls that you like to touch. We won't go to Paris It's full of things you like too much We won't go to Germany It's full of girls that you like to touch. So you want me to yourself Well, you must know that won't happen So you want me to yourself Well, you must know that won't happen. So you want me to yourself Well, you must know that won't happen So you want me to yourself Well, you must know that won't happen",899,en,
Love Letters,https://www.metrolyrics.com/love-letters-lyrics-metronomy.html,metronomy,"Love letters Love letters Love letters Love letters. Love letters, all I see On every day I read The bits of yellow paper Addressed from you to me. And every day it shows Inside a book of stamps To tell you what I'm up to And say just how I feel. You've got me writing Love letters I'll always write you Love letters. You've got me writing Love letters I'll always write you Love letters. From far across the sea They fly from you to me But still I get no sleep Oh, my love, don't be mad. Cause I'll keep on writing Love letters I'll keep on writing Love letters I'll keep on writing Love letters I'll keep on writing Love letters. Love letters Love letters",657,en,
16 Beat,https://www.metrolyrics.com/16-beat-lyrics-metronomy.html,metronomy,"My sweet sixteen beat The way you taunt me When fed correctly Is weighted gently. I added one thing (just one thing) The love triangle (a love triangle) It makes my dreams sing (my dreams sing) My beats were off. See the stars deep in the night (see the stars deep in the night) Think about you all the time (I think about you all the time) Darling if you take my hand (darling, if you take my hand) You'll feel the magic that was mine (you'll feel the magic that was mine). My sweet sixteen beat The way you taunt me Must be wet softly Must be well-loved. See the stars deep in the night (see the stars deep in the night) Think about you all the time (I think about you all the time) Darling if you take my hand (darling, if you take my hand) You'll feel the magic that was mine (you'll feel the magic that was mine). Got high going Got a voice with soul and I never know that Until we hit the road and Got loving on the mind",926,en,
Trick or Treatz,https://www.metrolyrics.com/trick-or-treatz-lyrics-metronomy.html,metronomy,well i first saw you boy the other night checking out the girlfriend hanging with your boyfriend i have to say that you were looking nice i was checking out your dancing hoping that you're noticing won't you turn around have a look at what you're missing baby we could disappear. darling if you saw my treatz you'd fly so high you'd forget your feet and baby when you look so sweet you need some of my trick or treatz trick or treatz. why don't you come here boy just step to me i'm expecting nothing fancy yeah i just want you to romance me i'm not concerned a bit by the way you try i just want you to impress me see how quick you can undress me. darling if you saw my treatz you'd fly so high you'd forget your feet and baby when you look so sweet you need some of my trick or treatz trick or treatz,802,en,
How Say,https://www.metrolyrics.com/how-say-lyrics-metronomy.html,metronomy,"You really hurt me, you left me out in the rain You left me nothing but a lot of memories and pain I thought that you were happy That we would be forever but I was wrong I couldn't see the signs you gave You never even let me know, no, no, no How could you say you love me If you really didn't mean it? I gave you all the love I had to give Baby, I trusted you with all my heart You took my love, tore it apart How could you say you love me If you didn't mean it, if you didn't mean it? No, no, didn't mean it I never left your side, I was there through thick and thin And baby when you would cry, your heart I would always mend How could you throw love away? You left me flat right on my face I'm so sad, my feelings all have run away And I'm living in loneliness, so lonely, so lonely How could you say you love me If you really didn't mean it? I gave you all the love I had to give Baby, I trusted you with all my heart You took my love, tore it apart How could you say you love me If you didn't mean it, if you didn't mean it? How could you say you love me If you really didn't mean it? I gave you all the love I had to give Baby, I trusted you with all my heart You took my love, tore it apart How could you say you love me If you didn't mean it, if you didn't mean it? Tore my love, tore my heart, baby You hurt me so bad, now I'm standing here so sad Oh, babe, oh, my, my baby Don't know what to do Don't know what to say Don't know how to feel, hurt me so bad If you didn't mean it You shouldn't have said",1513,en,
Radio Ladio,https://www.metrolyrics.com/radio-ladio-lyrics-metronomy.html,metronomy,"See that girl? She's taken my breath away. Yo, what's her name? She's taken my breath away.. Hey, young girl You've taken my breath away. So, what's your name? You've taken my breath away.. What's your name? What's your name? What's your name? What's your name? What's your name? What's your name? What's your name?. Her name is: R-A D-I Ohhhhhhhhhhh L-A D-I Ohhhhhhhhhhh R-A D-I Ohhhhhhhhhhh L-A D-I Ohhhhhhhhhhh R-A D-I Ohhhhhhhhhhh L-A D-I Ohhhhhhhhhhh",455,en,
Wedding Bells,https://www.metrolyrics.com/wedding-bells-lyrics-metronomy.html,metronomy,"Yeah I hear wedding bells But they're not for you They're for your best friend. And my best friend. Yeah I hear wedding bells But they're not for me They're for my best friend And your best friend. Yeah I hear wedding bells Yeah I hear wedding bells Yeah I hear wedding bells Yeah I hear wedding bells. But they're not for you. My guitar, my guitar My guitar, my guitar. So let's hide out Yeah let's hide out Yeah let's hide out Yeah let's hide out. So let's hide out In the darkness Of your parents Back garden. 'Cause I hear wedding bells Yeah I hear wedding bells Yeah I hear wedding bells Yeah I hear wedding bells. They're not for you",639,en,
Mick Slow,https://www.metrolyrics.com/mick-slow-lyrics-metronomy.html,metronomy,"You're never around it's not enough But I can forgive that stuff I couldn't have found out hard enough Yeah it's pretty tough. Light marks above the letter Front's coming together And I've checked the weather It's only getting wetter man Now dance something real A toe tap a heel I'll tell you the deal It went to a better man Keep one eye upon the sun Heart beats loud like big bass drum Something unbelievable Has come when it needed to. Keep one eye upon the door Look for what's incredible Something unbelievable Like I've never see before. I've got something better Perfect for this weather You and I together Might it last for ever?. I've got something better Perfect for this weather You and I together Might it last for ever? Ever, ever, ever (ever, ever, ever) Ever, ever, ever. I know you I know you I know you I know you I know you I know you",853,en,
Loving Arm,https://www.metrolyrics.com/loving-arm-lyrics-metronomy.html,metronomy,Her baby's got the loving arm I never get too close I like to get results Her baby's got the loving arm I never get too close I'm flying down the coast To love To love Her baby's got the loving arm I never get too close I like to get results Her baby's got the loving arm. I never get too close I'm gunning down the coast To love To love To love To love Her baby's got the Her baby's got the Her baby's got the Her baby's got the. Her baby's got the Her baby's got the Her baby's got the Her baby's got the. Her baby's got the Her baby's got the Her baby's got the Her baby's got the. Her baby's got the Her baby's got the Her baby's got the Her baby's got the. Loving arm,672,en,
My Heart Rate Rapid,https://www.metrolyrics.com/my-heart-rate-rapid-lyrics-metronomy.html,metronomy,"What's she gonna do, rate, my friend? What's she gonna do, rate? What's she gonna do, rate, my friend? What's she gonna do, rate?. Those who doubt it Show, I've got it I'm gonna tell her with my heart rate rapid It might be love It might be love It might be love It might be love It might be love. Those who doubt it Show, I've got it I'm gonna tell her with my heart rate rapid It might be love It might be love It might be love It might be love It might be love. What's she gonna do, rate, my friend? What's she gonna do, rate? What's she gonna do, rate, my friend? What's she gonna do, rate?. Those who doubt it Show, I've got it I'm gonna tell her with my heart rate rapid It might be love It might be love It might be love It might be love It might be love It might be love. It might be love It might be love It might be love It might be love It might be love. It might be love It might be love It might be love It might be love It might be love. It might be love It might be love It might be love It might be love It might be love",1036,en,
Old Skool,https://www.metrolyrics.com/old-skool-lyrics-metronomy.html,metronomy,"I love acting, I'm not acting Swap that old thing for this new thing In the city we drive taxi In the front seat you won't find me You keep your friends, I'll keep my friends Have a party in the West End Make some money, make more money With your new friends throw a party. I've got silver and signet ring From night climbing and fine dining I love sex and I love dancing And reclining in your backseat. You keep your friends, I'll keep my friends Have a party in the West End Make some money, make more money With your new friends throw a party. Watch your percent, watch your money And stop acting, acting funny In the city we smoke taxi In the backseat's where you'll find me You keep your friends, I'll keep my friends Have a party in the West End Make some money, make more money With your new friends throw a party. You keep your friends, I'll keep my friends Have a party in the West End. Make some money, make more money With your new friends throw a party",964,en,
On The Motorway,https://www.metrolyrics.com/on-the-motorway-lyrics-metronomy.html,metronomy,I went and messed around with her heart So now she's run off with my car But I can't live without her (and it's so hard to take) So I've set off out to find her I'm back on the motorway. At this wheel I'd drive the earth for her Every carriageway a mile for her These five gears and wheels could drive to her But this carriageway can't take me there. Drivin' at ninety miles per hour It's hard to know what's comin' Then on the horizon Something makes me brake I can see me darlin' ahead on the motorway (I can see us dying on the bonnet of a chevrolet) So why's my baby lying on the side of the motorway. (I wish that I had never said the things that I'd told her today) 'Cos now she's left me crying on the shoulder of the motorway. Sax solo!!!!,747,en,
Back Together,https://www.metrolyrics.com/back-together-lyrics-metronomy.html,metronomy,"I remember when I met you we had a right old gas Gas, gas, gas, gas, gas And now I'm telling you the truth we should have made that last Last, last, last, last, last Look at this picture, how well it's framed I'll need your credit card and maiden name I remember when I met you we had a right old gas. You And I Have Got To Get Back Together. Hey girl (Who me?) Yeah you I've been loving what I see you do at grad school (Oh) Perhaps you'd come to lunch with me (Huh?) I'm sure I'd fine some time in my diary Mmm, now let's see Yeah, Monday looks quite good to me (Monday looks quite good to me too I'll see if I can book us a table Someplace really, really good). You And I Have Got To Get Back Together. You And I Have Got To Get Back Together. And even when I'm low on time I swear, I'll spend it with you boy You needn't worry, it's alright I swear, I'll spend it with you And even when I'm low on time I swear, I'll spend it with you boy You needn't worry, it's alright I swear, I'll spend it with you",1006,en,
The Most Immaculate Haircut,https://www.metrolyrics.com/the-most-immaculate-haircut-lyrics-metronomy.html,metronomy,"He's got the most immaculate haircut but with the right dye and shampoo maybe I could too and he's got the most desirable friendship group but boy when you got that hairdo they're not gonna call you. Now we got to get together and make some amends I see the girls falling for you oh she must adore you woah, woah, woah.... I get this feeling in my bones sometimes its like my legs might fall away a shooting pain runs down my left hand side and I I think of you, oh hush now. Don't have a baby look at what you gave me you can always grow you know oh hush now. Don't have a baby look at what you gave me we can always grow together. I get this feeling in my bones sometimes its like my legs might fall away a shooting pain runs down my left hand side and I I think of you, oh hush now. Don't have a baby look at what you gave me you can always grow you know oh hush now. Don't have a baby look at what you gave me you can always grow you know oh hush now. Oh hush now. Oh hush now. Oh hush now",993,en,
The 3rd,https://www.metrolyrics.com/the-3rd-lyrics-metronomy.html,metronomy,"2 Brothers On The 4th Floor 2 Fly (Through The Starry Night) Come on lift your head high Reaching out for the sky Spread your wings out and fly right through the starry night You're unique, you're o.k. Never must be afraid Spread your wings out and fly right through the starry night. Through the starry night. (2x). Move as I groove on. Now put your dancing shoes on. It's time to realize you can rise to the top. Now don't you ever stop. Sometimes in live when you feel like giving up. You got to keep your head up. Be the best you can. Strive in your live to make a masterplan. Here I am here I am bam. Positive vibes for the mind so slam. All the negativity around you end me. Feel free mentally. Break the chain holding you down. To the ground turn up the sound. Here it is if you wanna try. Keep your head up and reach for the sky.. (chorus) Right through the starry night. (2x) Through the starry night.. Feel the vibe moving your mind. Feel the vibe always on time. Elevate you got what it takes. Elevate it's not too late. I got the remedy just follow me. Fly high with no XTC. It's real and natural. You feel good like I know you would. Knock, knock, knock who is it. R.O.C.K. the lyrical wizard. Get ready to fly with me. To a place with mysteries. Close your eyes, let yourself go. Don't be afraid cause you got to know. Here it is you wanna try. Keep your head up and reach for the sky. (chorus) Right through the starry night. (4x)",1445,en,
Salted Caramel Ice Cream,https://www.metrolyrics.com/salted-caramel-ice-cream-lyrics-metronomy.html,metronomy,"She's sparkling like a fresh glass of Perrier She's happy like my birthday My birthday, oui, tout Ã  fait. She's like a dream Salted caramel ice cream. She's bubbling like the water in my kettle She's the sting in a nettle The drummer in my metal band. She's like a dream Salted caramel ice cream. Oh, good, she's coming Don't look up I've got to do this I've got to do it I, I've got to do it, I. She's glistening Like a fresh minted quarter She's the splash in my water She's so posh, mate, I called her m'am. She's like a dream Salted caramel ice cream. Oh, good, she's coming Don't look up I've got to do this I've got to do it I, I've got to do it, I I, I've got to do it, I I, I've got to do it, I",703,en,
Bearcan,https://www.metrolyrics.com/bearcan-lyrics-metronomy.html,metronomy,"Her baby's got the loving arm I never get too close, I like to get results Her baby's got the loving arm I never get too close, I'm flying down the coast To love, to love Her baby's got the loving arm I never get too close, I like to get results Her baby's got the loving arm I never get too close, I'm gunning down the coast To love, to love, to love Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the Her baby's got the loving arm",666,en,
