Title,Link Lyrics,Name,Text Lyrics,Length,Main Language,English Translation Lyrics
Adventure Of A Lifetime,https://www.metrolyrics.com/adventure-of-a-lifetime-lyrics-coldplay.html,coldplay,"Turn your magic on Umi she'd say Everything you want's a dream away And we are legends every day That's what she told me. Turn your magic on, To me she'd say Everything you want's a dream away Under this pressure under this weight We are diamonds. Now I feel my heart beating I feel my heart underneath my skin And I feel my heart beating Oh you make me feel Like I'm alive again Alive again Oh you make me feel Like I'm alive again. Said I can't go on, not in this way I'm a dream that died by light of day Gonna hold up half the sky and say Only I own me And I feel my heart beating I feel my heart underneath my skin Oh I can feel my heart beating Cause you make me feel Like I'm alive again Alive again Oh you make me feel Like I'm alive again. Turn your magic on, Umi she'd say Everything you want's a dream away Under this pressure under this weight We are diamonds taking shape We are diamonds taking shape. If we've only got this life This adventure oh then I And if we've only got this life You get me through And if we've only got this life In this adventure oh then I Want to share it with you With you With you Yeah I do Woohoo Woohoo Woohoo",1153,en,
Lost,https://www.metrolyrics.com/lost-lyrics-coldplay.html,coldplay,Just because I'm losing Doesn't mean I'm lost Doesn't mean I'll stop Doesn't mean I will cross. Just because I'm hurting Doesn't mean I'm hurt Doesn't mean I didn't get what I deserved No better and no worse. I just got lost Every river that I tried to cross Every door I ever tried was locked Oh and I'm just waiting 'til the shine wears off. You might be a big fish in a little pond Doesn't mean you've won 'Cause along may come A bigger one And you'll be lost. Every river that you tried to cross Every gun you ever held went off Oh and I'm just waiting 'til the firing stops Oh and I'm just waiting 'til the shine wears off. Oh and I'm just waiting 'til the shine wears off Oh and I'm just waiting 'til the shine wears off,726,en,
Magic,https://www.metrolyrics.com/magic-lyrics-coldplay.html,coldplay,"Call it magic, Call it true I call it magic When I'm with you And I just got broken Broken into two Still I call it magic When I'm next to you. And I don't, and I don't And I don't, and I don't No I don't, it's true I don't, no, I don't, no, I don't, no, I don't Want anybody else but you. I don't, no, I don't, no, I don't, no, I don't No I don't, it's true I don't, no, I don't, no, I don't, no, I don't Want anybody else but you. Ooh ooh ooh. Call it magic, Cut me into two And with all your magic, I disappear from view And I can't get over, Can't get over you Still, I call it magic, Such a precious jewel. And I don't, and I don't, and I don't, and I don't No I don't, it's true I don't, no, I don't, no, I don't, no, I don't Want anybody else but you. I don't, no, I don't, no, I don't, no, I don't No I don't, it's true I don't, no, I don't, no, I don't, no, I don't Want anybody else but you. Wanna fall I fall so far I wanna fall Fall so hard And I call it magic And I call it true Call it magic. Ooh ooh ooh Ooh ooh ooh Ooh ooh ooh Ooh ooh ooh. And if you were to ask me After all that we've been through Still believe in magic? Well yes, I do Oh yes, I do Oh yes, I do Oh yes, I do Of course I do",1208,en,
Green Eyes,https://www.metrolyrics.com/green-eyes-lyrics-coldplay.html,coldplay,"Honey you are a rock Upon which I stand And I come here to talk I hope you understand. The green eyes Yeah, the spotlight shines upon you And how could Anybody deny you?. I came here with a load And it feels so much lighter now I've met you An' honey you should know That I could never go on without you. Green eyes. Honey you are the sea Upon which I float And I came here to talk I think you should know. The green eyes You're the one that I wanted to find And anyone who Tried to deny you must be out of their minds. 'Cause I came here with a load And it feels so much lighter since I met you Honey, you should know That I could never go on without you. Green eyes, green eyes Oh, oh, oh Oh, oh, oh Oh, oh, oh Oh, oh, oh Honey, you are a rock Upon which I stand",764,en,
Something Just Like This,https://www.metrolyrics.com/something-just-like-this-lyrics-coldplay.html,coldplay,"I've been reading books of old The legends and the myths Achilles and his gold Hercules and his gifts Spiderman's control And Batman with his fists And clearly I don't see myself upon that list. But she said, where'd you wanna go? How much you wanna risk? I'm not looking for somebody With some superhuman gifts Some superhero Some fairytale bliss Just something I can turn to Somebody I can kiss. I want something just like this Doo-doo-doo, doo-doo-doo Doo-doo-doo, doo-doo Doo-doo-doo, doo-doo-doo Oh, I want something just like this Doo-doo-doo, doo-doo-doo Doo-doo-doo, doo-doo Doo-doo-doo, doo-doo-doo. Oh, I want something just like this I want something just like this. I've been reading books of old The legends and the myths The testaments they told The moon and its eclipse And Superman unrolls A suit before he lifts But I'm not the kind of person that it fits. She said, where'd you wanna go? How much you wanna risk? I'm not looking for somebody With some superhuman gifts Some superhero Some fairytale bliss Just something I can turn to Somebody I can miss. I want something just like this I want something just like this. Oh, I want something just like this Doo-doo-doo, doo-doo-doo Doo-doo-doo, doo-doo Doo-doo-doo, doo-doo-doo Oh, I want something just like this Doo-doo-doo, doo-doo-doo Doo-doo-doo, doo-doo Doo-doo-doo, doo-doo-doo. Where'd you wanna go? How much you wanna risk? I'm not looking for somebody With some superhuman gifts Some superhero Some fairytale bliss Just something I can turn to Somebody I can kiss I want something just like this. Oh, I want something just like this Oh, I want something just like this Oh, I want something just like this",1681,en,
In My Place,https://www.metrolyrics.com/in-my-place-lyrics-coldplay.html,coldplay,"In my place, in my place Were lines that I couldn't change I was lost Oh yeah. I was lost, I was lost Crossed lines I shouldn't have crossed I was lost Oh yeah. Yeah How long must you wait for it? Yeah How long must you pay for it? Yeah How long must you wait for it? Oh for it. I was scared, I was scared Tired and under prepared But I'll wait for it. If you go, if you go Leave me down here on my own Then I'll wait for you (yeah). Yeah How long must you wait for it? Yeah How long must you pay for it? Yeah How long must you wait for it? Oh for it. Singing please, please, please Come back and sing to me To please, me Come on and sing it out Now, now Come on and sing it out To please, me Come back and sing In my place, in my place Were lines that I couldn't change I was lost, oh yeah Oh yeah...",801,en,
Up&Up;,https://www.metrolyrics.com/up-and-up-lyrics-coldplay.html,coldplay,"Fixing up a car to drive in it again searching for the water hoping for the rain Up and Up, Up and Up. Down upon the canvas, working meal to meal Waiting for a chance to pick your orange field Up and Up, Up and Up. See a pearl form, a diamond in the rough See a bird soaring high above the flood It's in your blood, it's in your blood. Underneath the storm an umbrella is saying Sitting with the poison takes away the pain Up and Up, Up and Up it's saying. We're going to get it get it together right now Going to get it get it together somehow Going to get it get it together and flower oh oh oh oh oh oh. We're going to get it get it together I know Going to get it get it together and flow Going to get it get it together and go Up and Up, Up and Up. Lying in the gutter, aiming for the moon Trying to empty out the ocean with a spoon Up and Up, Up and Up. How come people suffer how come people part? How come people struggle how come people break your heart?. Break your heart Yes I want to grow yes I want to feel Yes I want to know show me how to heal it up heal it up. See the forest there in every seed Angels in the marble waiting to be freed Just need love just need love When the going is rough saying. We're going to get it get it together right now Going to get it get it together somehow Going to get it get it together and flower oh oh oh oh oh oh. We're going to get it get it together I know Going to get it get it together and flow Going to get it get it together and go Up and Up, Up and Up. And you can say what is, or fight for it Close your mind or take a risk You can say it's mine and clench your fist Or see each sunrise as a gift. We're going to get it get it together right now Going to get it get it together somehow Going to get it get it together and flower oh oh oh oh oh oh. We're going to get it get it together I know Going to get it get it together and flow Going to get it get it together and go Up and Up, Up and Up. We're going to get it get it together right now Going to get it get it together somehow Going to get it get it together and flower oh oh oh oh oh oh. We're going to get it get it together I know Going to get it get it together and flow Going to get it get it together and go. Up and Up, Up and Up. oh-oh oh, oh-oh oh oh oh oh. Fixing up a car to drive in it again When you're in pain When you think you've had enough Don't ever give up Don't ever give up",2409,en,
Sparks,https://www.metrolyrics.com/sparks-lyrics-coldplay.html,coldplay,"Did I drive you away? I know what you'll say You'll say, ""Oh, sing one we know"". But I promise you this I'll always look out for you Yeah that's what I'll do. I say ""Oh"" I say ""Oh"". My heart is yours It's you that I hold on to Yeah that's what I do. And I know I was wrong But I won't let you down Oh yeah, yeah, yeah I will, yes I will. I say ""Oh"" I cry ""Oh"". Yeah I saw sparks Yeah I saw sparks And I saw sparks Yeah I saw sparks Sing it out La, la, la, la, la oh La, la, la, la, la oh La, la, la, la, la oh La, la, la, la, la oh",531,en,
Violet Hill,https://www.metrolyrics.com/violet-hill-lyrics-coldplay.html,coldplay,"Was a long and dark December From the rooftops I remember There was snow White snow Clearly I remember From the windows they were watching While we froze down below When the future's architectured By a carnival of idiots on show You'd better lie low If you love me Won't you let me know? Was a long and dark December When the banks became cathedrals And a fox became God Priests clutched onto bibles Hollowed out to fit their rifles And the cross was held aloft Bury me in armor When I'm dead and hit the ground My nerves are poles that unfroze If you love me Won't you let me know? I don't want to be a soldier Who the captain of some sinking ship Would stow, far below So if you love me Why'd you let me go? I took my love down to violet hill Then we sat in snow All that time she was silent still So if you love me Won't you let me know? If you love me Won't you let me know?",878,en,
M.M.I.X.,https://www.metrolyrics.com/mmix-lyrics-coldplay.html,coldplay,"Somewhere up above the stars The wreckage of a universe floats past Somewhere up above my heart A tiny little seed is sown, A government is overthrown, Who knows when we'll be coming home at last And I heard it on the radio That one day we'll be living in the stars And I heard it on a tv show That somewhere up above And in my heart They'll be tearing us apart, Maybe moving us to mars Past the satellites and stars, Maybe moving us to mars We won't see the earth again In these seconds just remain unchanged 8 to 9, 9 to 10 We are meeting for the first time We might never meet again you and me We are meeting for the first time Can't you see 76543 We are meeting for the first time Singing this space symphony They'll be tearing us apart moving us to mars, Past the satellites and stars They're moving us to mars",815,en,
Trouble,https://www.metrolyrics.com/trouble-lyrics-coldplay.html,coldplay,"Oh no, I see A spider web is tangled up with me And I lost my head The thought of all the stupid things I'd said Oh no, what's this? A spider web, and I'm caught in the middle So I turned to run The thought of all the stupid things I'd done. And I never meant to cause you trouble I never meant to do you wrong I, well if I ever caused you trouble. Oh no, I never meant to do you harm. Oh no, I see A spider web and it's me in the middle. So I twist and turn But here am I in my little bubble. Singing, I never meant to cause you trouble I never meant to do you wrong I, well if I ever caused you trouble Oh no, I never meant to do you harm They spun a web for me They spun a web for me They spun a web for me",709,en,
Us Against The World,https://www.metrolyrics.com/us-against-the-world-lyrics-coldplay.html,coldplay,"Oh morning Come bursting The clouds amen Lift off this blindfold, let me see again. Bring back the water that your ships roll in In my heart she left a hole The tightrope that I'm walking just sways and ties The devil as he's talking with those angel's eyes. And I just want to be there when the lightning strikes And the saints go marching in And sing Slow-owowow-owowow-owowow-it down. Through chaos as it swirls It's us against the world Like a river to a raindrop I lost a friend. My drunken hazard daniel in a lion's den And tonight I know it all has to begin again So whatever you do, don't let go And if we could float away Fly up to the surface. And just start again Lift off before trouble Just erodes us in the rain Just erodes us in the rain Just erodes us, and see roses in the rain Sing Slow-owowow-owowow-owowow-it down Slow-owowow-owowow-owowow-it down Through chaos as it swirls It's us against the world Through chaos as it swirls It's us against the world.",974,en,
Miracles,https://www.metrolyrics.com/miracles-lyrics-coldplay.html,coldplay,"From up above I heard The angels sing to me these words And sometimes, in your eyes I see the beauty in the world. Oh, now I'm floating so high I blossom and die Send your storm and your lightning to strike Me between the eyes Eyes. Oh! Sometimes the stars decide to reflect in puddles in the dirt When I look in your eyes. I forget all about what hurts Oh, now I am floating so high I blossom and die. Send your storm and your lightning to strike Me between the eyes. And cry. (Believe in miracles) Oh hey I'm floating above the world now Oh hey I'm floating above the world now Oh yeah, yeah, yeah Oh yeah, yeah, yeah",619,en,
Fly On,https://www.metrolyrics.com/fly-on-lyrics-coldplay.html,coldplay,"A Flock of birds Hovering above Just a flock of birds That's how you think of love And I always look up to the sky Pray before the dawn Cause they fly away Sometimes they arrive Sometimes they're gone Fly on. A Flock of birds Hovering above Into smoke I'm turned and rise, following them up Still I always look up to the sky. Pray before the dawn Cause they fly away One minute they arrive Next you know they're gone Fly on Fly on. So fly on, ride through Maybe one day I'll fly next to you Fly on, ride through Maybe one day I can fly with you Fly on Fly on Fly on",565,en,
I Miss You,https://www.metrolyrics.com/i-miss-you-lyrics-coldplay.html,coldplay,"A warning sign I missed the good part then I realized I started looking and the bubble burst I started looking for excuses. Come on in I've gotta tell you what a state I'm in I've gotta tell you in my loudest tones I started looking for a warning sign. When the truth is, I miss you Yeah the truth is, that I miss you, so. A warning sign You came back to haunt me and I realized That you were an island and I passed you by And you were an island to discover. Come on in I've gotta tell you what a state I'm in I've gotta tell you in my loudest tones That I started looking for a warning sign. When the truth is, I miss you Yeah the truth is, that I miss you so And I'm tired I should not have let you go. Ooooooooooooooooo. So I crawl back into your open arms Yes I crawl back into your open arms And I crawl back into your open arms Yes I crawl back into your open arms",870,en,
Speed Of Sound,https://www.metrolyrics.com/speed-of-sound-lyrics-coldplay.html,coldplay,"How long before I get in? Before it starts, before I begin How long before you decide? Before I know what it feels like Where to? Where do I go? If you've never tried then you'll never know How long do I have to climb Up on the side of this mountain of mine? Look up, I look up at night Planets are moving at the speed of light Climb up, up in the trees Every chance that you get is a chance you seize How long am I gonna stand With my head stuck under the sand? I'll stop before I can stop Or before I see things the right way up All that noise and all that sound All those places I got found And birds go flying at the speed of sound To show you how it all began Birds came flying from the underground If you could see it then you'd understand Ideas that you'll never find Or the inventors could never design The buildings that you put up Or Japan and China, all lit up. The sign that I couldn't read Or a light that I couldn't see Some things you have to believe But others are puzzles, puzzling me All that noise and all that sound All those places I got found And birds go flying at the speed of sound To show you how it all began Birds came flying from the underground If you could see it then you'd understand Oh, when you see it then you'll understand (Drums and guitar) All those signs I knew what they meant Some things you can't invent Some get made and some get sent, ooh Birds go flying at the speed of sound To show you how it all began Birds came flying from the underground If you could see it then you'd understand Oh, when you see it then you'll understand",1574,en,
Talk,https://www.metrolyrics.com/talk-lyrics-coldplay.html,coldplay,"Oh brother I can't, I can't get through I've been trying hard to reach you 'Cause I don't know what to do Oh brother I can't believe it's true I'm so scared about the future and I want to talk to you Oh I want to talk to you. You can take a picture of something you see In the future where will I be? You can climb a ladder up to the sun Or write a song nobody has sung, or do Something that's never been done Are you lost or incomplete?. Do you feel like a puzzle You can't find your missing piece Tell me how you feel Well I feel like they're talking in a language I don't speak And they're talking it to me So you take a picture of something you see. In the future where will I be? You can climb a ladder up to the sun Or write a song nobody has sung, or do Something that's never been done, or do Something that's never been done So you don't know where you're going But you want to talk And you feel like you're going where you've been before. You'll tell anyone who will listen but you feel ignored Nothing's really making any sense at all Let's talk Let's talk Let's talk Let's talk",1089,en,
Always In My Head,https://www.metrolyrics.com/always-in-my-head-lyrics-coldplay.html,coldplay,"I think of you I haven't slept I think I do. But I don't forget My body moves Goes where I will But though I try my heart stays still It never moves Just won't be led. So my mouth waters, to be fed And you're always in my head. You're always in my head You're always in my head. You're always in my head You're always in my head Always in my... You're always in my... This, I guess, is to tell you you're chosen out from the rest...",432,en,
Strawberry Swing,https://www.metrolyrics.com/strawberry-swing-lyrics-coldplay.html,coldplay,"They were sitting They were sitting in the strawberry swing Every moment was so precious. They were sitting They were talking in the strawberry swing Everybody was for fighting Wouldn't want to waste a thing. Cold cold water, bring me 'round Now my feet won't touch the ground Cold cold water, whatcha say? It's such, it's such a perfect day It's such a perfect day. I remember We were walking up to strawberry swing I can't wait 'til the morning Wouldn't want to change a thing. People moving all the time Inside a perfectly straight line Don't you wanna just curve away? And it's such, it's such a perfect day It's such a perfect day. Now the sky could be blue I don't mind. Without you, it's a waste of time Could be blue I don't mind. Without you, it's a waste of time Now the sky could be blue Could be grey Without you, I'm just miles away Now the sky could be blue I don't mind Without you, it's a waste of time",918,en,
Wedding Bells,https://www.metrolyrics.com/wedding-bells-lyrics-coldplay.html,coldplay,"Those wedding bells ringing up upon that hill And I don't wanna swallow such a bitter pill You keep on moving but I stay still But I always loved you and I always will.. Days of no sleeping Caked in mud All kinds of poison in my blood I lost the only thing I ever loved Oooh.... I heard them ringing and processioning by Umbrellas in the clear blue sky I saw you swimming in that sea of white Oooh.... And wedding bells ringing up upon that hill And I don't wanna swallow such a bitter pill You keep on moving baby, I stay still I always loved you and I always will.. Ooooooh... I loved you and I see it still I always loved you and I always will Singing, oh lalalalalalalalala... If everything that went before didn't matter, so Lalalalalalaaa.... I always loved you and I always will.",786,en,
O,https://www.metrolyrics.com/o-lyrics-coldplay.html,coldplay,"A flock of birds Hovering above Just a flock of birds That's how you think of love. And I always Look up to the sky Pray before the dawn 'Cause they fly always Sometimes they arrive Sometimes they are gone They fly on. A flock of birds Hovering above Into smoke I'm turned and rise Following them up. Still I always Look up to the sky Pray before the dawn 'Cause they fly always One minute they arrive Next you know they're gone They fly on Fly on. So fly on, ride through, maybe one day I'll fly next to you Fly on, ride through, maybe one day I can fly with you Fly on",570,en,
We Never Change,https://www.metrolyrics.com/we-never-change-lyrics-coldplay.html,coldplay,"I want to live life, and never be cruel And I want to live life, and be good to you And I want to fly, and never come down And live my life, and have friends around. We never change, do we? No, no. We never learn, do we? So I want to live in a wooden house. I want to live life, and always be true And I want to live life, and be good to you And I want to fly, and never come down And live my life, and have friends around. We never change, do we? No, no. We never learn, do we? So I want to live in a wooden house Where making more friends would be easy. Oh and I don't have a soul to save Yes and I sin every single day.. We never change, do we? We never learn, do we? So I want to live in a wooden house Where making more friends would be easy I want to live where the sun comes out.",786,en,
Beautiful World,https://www.metrolyrics.com/beautiful-world-lyrics-coldplay.html,coldplay,"Bones are sinking like stones All that we fall for Homes places we've grown All of us are done for And we live in a beautiful world (Yeah we do, yeah we do). We live in a beautiful world Bones sinking like stones All that we've fall for. Homes places we've grown All of us are done for And we live in a beautiful world (Yeah we do, yeah we do) We live in a beautiful world We live in a beautiful world. Oh, all that I know is nothing to run from 'Cause yeah everybody here's Got somebody to lean on",498,en,
Swallowed In The Sea,https://www.metrolyrics.com/swallowed-in-the-sea-lyrics-coldplay.html,coldplay,"You cut me down a tree And brought it back to me And that's what made me see where I was going wrong. You put me on a shelf And kept me for yourself I can only blame myself You can only blame me. And I could write a song A hundred miles long Well, that's where I belong And you belong with me. And I could write it down Or spread it all around Get lost and then get found Or swallowed in the sea. You put me on the line And hung me out to dry And darling that's when I Decided to go to see. You cut me down to size And opened up my eyes Made me realize What I could not see. And I could write a book The one they'll say that sThe world, and then it took It took it back from me And I could write it down Or spread it all around Get lost and then get found. And you'll come back to me Not swallowed in the sea And I could write a song A hundred miles long. Well that's where I belong And you belong with me The streets your walking on A thousand houses long. Well that's where I belong And you belong with me Oh what good is it to live With nothing left to give Forget, but not forgive Not loving all you see All the streets you're walking on A thousand houses long Well that's where I belong And you belong with me Not swallowed in the sea You belong with me Not swallowed in the sea Yeah, you belong with me Not swallowed in the sea",1333,en,
