Title,Link Lyrics,Name,Text Lyrics,Length,Main Language,English Translation Lyrics
Cockiness (Love It),https://www.metrolyrics.com/cockiness-love-it-lyrics-rihanna.html,rihanna,"Suck my cockiness Lick my persuasion Eat my words then Swallow your pride down, down. Place my wants and needs Over your resistance And then you come around You come around You come around. I want you to be my sex slave Anything that I desire Be one with my femin-ay Set my whole body on fire. They mad at Rihanna game Taking over your empire She may be the queen of hearts But I'm gonna be the queen of your body parts. No one can do ya The way that I do Boy I wa-a-ant. (Youuuuuu) I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it when you eat it. I love it when you eat it I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it when you eat it. I love it when you eat it Suck my cockiness Lick my persuasion Eat my poison. And swallow your pride down, down Place my wants and needs Over your resistance And then you come around You come around. You come around I can be your dominatrix Just submit to my every order Enter my diamond matrix. If you want my golden flower Make me your priority There's nothing above my pleasure She may be the queen of hearts. But I'm gonna be the queen of your body parts No one can do ya The way that I do. Boy I wa-a-ant (Youuuuuuuu) I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it. I love it when you eat it I love it when you eat it I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it. I love it when you eat it I love it when you eat it Homie don't beat it like a bullet. Beat my drum drum Like a drum line boogie (I love it when you) Dive head first if you wanna Sing to my body. Hold me tight mister lover (I love it when you) Do it like I do it Like I said. Keep it up, boy We can do this all day Be my Harlem And me St. Tropez. Never found nobody That will do it this way No one can do ya. The way that I do Boy I wa-a-ant (Youuuuuu) I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it when you eat it I love it when you eat it I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it, I love it I love it when you eat it I love it when you eat it I love it when you eat it",2542,en,
Cold Case Love,https://www.metrolyrics.com/cold-case-love-lyrics-rihanna.html,rihanna,"On my roof Dark and I'm burning a rose I don't need proof I'm torn apart and you know What you did to me was a crime Cold Case Love (love, love) And I let you reach me one more time but that's enough, oh. Your love was breaking the law, but I needed a witness So wake me up when it's over it don't make any difference Will it ever be solved Or am I taking the fall Truth was there all along, tell me how did we miss it. We opened up a cold case love And it got the best of us And now prints, pictures & white outlines Are all that's left at the scene of a crime of a Cold case love, oh-oh, oh-oh ohh. Should've investigated But love blinded eyes couldn't see (no) And then I tried to cage it But your love ain't the kind you can keep Release me now cause I did my time Of this cold case love (love, love) My heart's no longer cold & confined I've had enough, uh oh ohhh. Your love was breaking the law, but I needed a witness So wake me up when it's over it don't make any difference Will it ever be solved Or am I taking the fall (oh no) Truth was there all along, tell me how did we miss it. We opened up a cold case love And it got the best of us And now prints, pictures & white outlines Are all that's left at the scene of a crime of a Cold case love, oh-oh, oh-oh ohh. We lost our way Took this too far and I'll never find the pieces of my heart We've lost enough Looking for a truth That was here all along, ohh. Cold case love And it got the best of us And now prints, pictures & white outlines Are all that's left at the scene of a crime of a Cold case love we opened up a Cold case love And it got the be-est of us And now prints, pictures & white outlines Are all that's left at the scene of a crime of a Cold case love, love",1736,en,
Complicated,https://www.metrolyrics.com/complicated-lyrics-rihanna.html,rihanna,"You're not easy to love You're not easy to love, no You're not easy to love You're not easy to love, no. Why is everything with you So complicated? Why do you make it hard to love you? Oh, I hate it 'Cause if you really wanna be alone I. Will throw my hands up. 'Cause baby I tried Everything with you Is so complicated Oh, why? Sometimes I get you Sometimes I don't understand Sometimes I love you Sometimes it's you I can't stand Sometimes I wanna hug you. Sometimes I wanna push you away Most times I wanna kiss you. Other times. Punch you in the face 'Cause every minute you Start switching up. And you say things like. You don't give a fuck Then I say I'm through with you. Take my heart from you And you come running after me. And baby I'm back with you Oh. You're not easy to love You're not easy to love, no You're not easy to love You're not easy to love, no Why is everything with you So complicated?. Why do you make it hard to love you? Oh, I hate it 'Cause if you really wanna be alone I Will throw my hands up 'Cause baby I tried. Everything with you. Is so complicated Oh, why? Sometimes I catch you Sometimes you get away Sometimes I read you Other times I'm like. Where are you on the page Sometimes I feel like we Will be together forever But you're so complicated My heart knows better Why is everything with you So complicated? Why do you make it hard to love you? Oh, I hate it 'Cause if you really wanna be alone I Will throw my hands up 'Cause baby I tried Everything with you Is so complicated Oh, why? I'mma stick around Just a little while longer Just to make sure That you're really sure You like sleeping alone I'mma stick around Just a little while longer Just to make sure That you're really sure You like sleeping alone Why is everything with you So complicated? Why do you make it hard to love you? Oh, I hate it 'Cause if you really wanna be alone I Will throw my hands up 'Cause baby I tried Everything with you Is so complicated Oh, why? You're not easy to love You're not easy to love, no You're not easy to love You're not easy to love, no",2076,en,
Consideration,https://www.metrolyrics.com/consideration-lyrics-rihanna.html,rihanna,"I come fluttering in from Neverland Time could never stop me, no, no, no, no, I know you try to I come riding in on a pale white horse Sending out ice to less fortunate, I do advise you. Run it back, run it on back When you're breaking it down for me 'Cause I can hear you two times Run it on back, will it ever make sense to me?. I got to do things my own way darling Will you ever let me? Will you ever respect me? No! Do things my own way darling You should just let me, why you will never let me grow?. When I look outside my window I can't get no peace of mind When I look outside my window I can't get no peace of mind, oh. Let me cover your shit in glitter, I can make it gold, gold. Heard you're tryna sell your soul, baby Word on the street you're running low, lately. I needed you to please give my reflection a break From the face it's seeing now Oh darling, would you mind giving my reflection a break From the pain it's feeling now?. I got to do things my own way darling You should just let me, will you ever respect me? No! Do things my own way darling You should just let me, why you will never let me grow?. When I look outside my window I can't get no peace of mind When I look outside my window I can't get no peace of mind, oh. Gettin' no peace Gettin' no peace Get, get, getting no peace, oh. Gettin' no peace Get, g-g-get no peace, oh",1356,en,
Coulda Been The One,https://www.metrolyrics.com/coulda-been-the-one-lyrics-rihanna.html,rihanna,"Looking back it's hard for me to see Just how I could have been so blind Like an actor on a movie screen You played the part with every line Well every story doesn't have a happy ending Sometimes a flower doesn't grow. I hope you understand the message that I'm sending But boy I think you need to know. (Coulda been the one) That I would give it all to catch you when you fall boo (Shoulda been the one) Didn't know just what you had boy Now it's just too bad boy (After all is said and done) You're a cheater and a liar Went to play with fire Boy I hope that you enjoyed your fun Cuz you coulda been the one. There's nothing left to say Coulda been the one Coulda been Shoulda been. My momma didn't raise no fool She said play with fire you get burned You laughed at me, I laugh at you Now it seems the table's turned I must admit I really thought you had potential But I could not have been more wrong I need somebody I can trust with his essentials You had your chance but now I'm long gone. (Coulda been the one) I would give it all to catch you when you fall boo (Shoulda been the one) Didn't know just what you had boy Now it's just too bad boy (After all is said and done) You're a cheater and a liar Went to play with fire Boy I hope that you enjoyed your fun Cuz you coulda been the one. You coulda been the one baby (You coulda been the one) Oh yeah. You played yourself boy And there is no denying it It's just the way the story goes You made your bed boy Better go and lay in it But know that you'll be laying there alone. You coulda been the one. (Coulda been the one) I would give it all to catch you when you fall boo (Shoulda been the one) Didn't know just what you had boy Now it's just too bad boy (After all is said and done) You're a cheater and a liar Went to play with fire Boy I hope that you enjoyed your fun Cuz you coulda been the one...",1864,en,
Crazy Little Thing Called Love,https://www.metrolyrics.com/crazy-little-thing-called-love-lyrics-rihanna.html,rihanna,"When you stand so close to me I'm feeling butterflies Is this the way that it's supposed to be When I look into your eyes. All you have to do is say my name I st-stutta melt like butta Since I met you boy my whole world's changed I can't hide this or deny this. Boy you got me catchin' feelin's Got me thinkin' maybe you're the one I didn't understand the reason That my heart was beatin' like a drum. I didn't understand the meanin' Then you opened up my eyes To a crazy little thing called love Crazy little thing called love Crazy little thing called love, woah, yeah. My best friend's tellin' me ""Rihanna What's got into you?"" I said, ""Aleandra I can't explain These feelings I'm goin' through"". They tell me girl it's not like you To fall this way I try my best to wear a disguise But it's written on my face. Boy you got me catchin' feelin's Got me thinkin' maybe you're the one I didn't understand the reason That my heart was beatin' like a drum, yeah. I didn't understand the meanin' Then you opened up my eyes To a crazy little thing called love Crazy little thing called love A crazy little thing called love A crazy, crazy little thing called love. It's not crazy, it's amazing, it's the lovin' that you're feelin' Put a tinglin' in your body, every time you wanna heal it Hey, Rihanna baby girl for you, ma sing a songa so tell the DJ Put it pon de replay if you wanna. Come on my bajan baby, let me take you to Jamaica duce you to the real type of lovin' that you outta Baby, you're my number one, my number two So if it's lovin' that you want, baby you should make me your boo. Boy you got me catchin' feelin's Got me thinkin' maybe you're the one I didn't understand the reason That my heart was beatin' like a drum. I didn't understand the meanin' Then you opened up my eyes To a crazy little thing called love Crazy little thing called love Crazy little thing called love, oh yeah. Don't understand the meanin' This feelin's crazy, baby I try my best not to show But you know it's so crazy, baby. Crazy little thing called love Crazy little thing called love A crazy little thing called love, woah, yeah",2121,en,
Cry,https://www.metrolyrics.com/cry-lyrics-rihanna.html,rihanna,"I'm not the type to get my heart broken I'm not the type to get upset and cry 'Cause I never leave my heart open Never hurts me to say goodbye. Relationships don't get deep to me Never got the whole 'in love' thing And someone can say they love me truly But at the time it didn't mean a thing. My mind is gone, I'm spinnin' 'round And deep inside my tears I'll drown I'm losin' grip, what's happenin'? I strayed from love, this is how I feel. This time was different Felt like I was just a victim And it cut me like a knife When you walked out of my life Now I'm in this condition And I've got all the symptoms Of a girl with a broken heart But no matter what you'll never see me cry. Did it happen when we first kissed? 'Cause it's hurtin' me to let it go Maybe 'cause we spent so much time And I know that it's no more I shoulda never let you hold me baby Maybe why I'm sad to see us apart I didn't give it to you on purpose Gotta figure out how you stole my heart. My mind is gone, I'm spinnin' 'round And deep inside my tears I'll drown I'm losin' grip, what's happenin'? I strayed from love, this is how I feel. This time was different Felt like I was just a victim And it cut me like a knife When you walked out of my life Now I'm in this condition And I've got all the symptoms Of a girl with a broken heart But no matter what you'll never see me cry. How did I get here with you? I'll never know I never meant to let it get so personal And after all I tried to do, stay away from lovin' you I'm broken hearted, I can't let you know And I won't let it show, you won't see me cry. This time was different Felt like I was just a victim And it cut me like a knife When you walked out of my life Now I'm in this condition And I've got all the symptoms Of a girl with a broken heart But no matter what you'll never see me cry. This time was different Felt like I was just a victim And it cut me like a knife When you walked out of my life (You'll never see me cry) Now I'm in this condition And I've got all the symptoms Of a girl with a broken heart But no matter what you'll never see me cry All my life",2107,en,
Cry (UK Bonus Track),https://www.metrolyrics.com/cry-uk-bonus-track-lyrics-rihanna.html,rihanna,"I'm not the type to get my heart broken I'm not the type to get upset and cry 'Cause I never leave my heart open Never hurts me to say goodbye. Relationships don't get deep to me Never got the whole 'in love' thing And someone can say they love me truly But at the time it didn't mean a thing. My mind is gone, I'm spinnin' 'round And deep inside my tears I'll drown I'm losin' grip, what's happenin'? I strayed from love, this is how I feel. This time was different Felt like I was just a victim And it cut me like a knife When you walked out of my life Now I'm in this condition And I've got all the symptoms Of a girl with a broken heart But no matter what you'll never see me cry. Did it happen when we first kissed? 'Cause it's hurtin' me to let it go Maybe 'cause we spent so much time And I know that it's no more I shoulda never let you hold me baby Maybe why I'm sad to see us apart I didn't give it to you on purpose Gotta figure out how you stole my heart. My mind is gone, I'm spinnin' 'round And deep inside my tears I'll drown I'm losin' grip, what's happenin'? I strayed from love, this is how I feel. This time was different Felt like I was just a victim And it cut me like a knife When you walked out of my life Now I'm in this condition And I've got all the symptoms Of a girl with a broken heart But no matter what you'll never see me cry. How did I get here with you? I'll never know I never meant to let it get so personal And after all I tried to do, stay away from lovin' you I'm broken hearted, I can't let you know And I won't let it show, you won't see me cry. This time was different Felt like I was just a victim And it cut me like a knife When you walked out of my life Now I'm in this condition And I've got all the symptoms Of a girl with a broken heart But no matter what you'll never see me cry. This time was different Felt like I was just a victim And it cut me like a knife When you walked out of my life (You'll never see me cry) Now I'm in this condition And I've got all the symptoms Of a girl with a broken heart But no matter what you'll never see me cry All my life",2107,en,
Dancing In The Dark,https://www.metrolyrics.com/dancing-in-the-dark-lyrics-rihanna.html,rihanna,"Come on I wanna dance in the dark Come on We're gonna light up the night Come on I wanna dance in the dark Come on We're gonna light up the night. Underdogs, dance in the middle of the night Can see the night skies in the mirror of your eyes If you don't dance, make sure you got the rhythm Make sure that your heartbeat beats with the rhythm. I wanna run wild in the middle of the night Right under the moon, bodies glowing in the night Nothing in between our skins but the rhythm Make sure that your heartbeat beats with the rhythm. The night time is the right time. I wanna dance in the dark And never stop We're gonna light up the night Like shooting stars Whenever you hear the sound Don't be alarmed Oh, oh, oh, dancing in the dark. I wanna dance in the dark And never stop We're gonna light up the night Like shooting stars Whenever you hear the sound Don't be alarmed Oh, oh, oh, dancing in the dark. Underdogs dance in the middle of the night Out here with the stars like the creatures of the night If you don't dance, make sure you got the rhythm Make sure that your heartbeat beats with the rhythm. I wanna dance, dance in the middle of the night Can see the night skies in the mirror of your eyes If you don't dance, make sure you got the rhythm Make sure that your heart beats Beats with the rhythm. The night time is the right time. I wanna dance in the dark And never stop We're gonna light up the night Like shooting stars Whenever you hear the sound Don't be alarmed Oh, oh, oh, dancing in the dark. I wanna dance in the dark And never stop We're gonna light up the night Like shooting stars Whenever you hear the sound Don't be alarmed Oh, oh, oh, dancing in the dark. I wanna dance in the dark Come on We're gonna light up the night Come on I wanna dance in the dark Come on We're gonna light up the night. I wanna dance in the dark And never stop We're gonna light up the night Like shooting stars Whenever you hear the sound Don't be alarmed Oh, oh, oh, dancing in the dark. I wanna dance in the dark And never stop We're gonna light up the night Like shooting stars Whenever you hear the sound Don't be alarmed Oh, oh, oh, dancing in the dark",2164,en,
Dear June,https://www.metrolyrics.com/dear-june-lyrics-rihanna.html,rihanna,"hey june, words cannot describe how much i miss you from our little walks to our little talks im a little shocked and i need to dock these feelings that i hold inside. dear june, its been awhile do you have a phone number i can dial? if i dont get it now i think that i might die, no, no im exaggerating, but i dont want to be deteriorating ill have a rain cloud and its filled with doubt and i dont want that so I'll let it out how i feel about you if you had my view it would all seem clear like a diamond, my dear i wish i knew if you need me too I'll be by your side forever.. dear june, words cannot describe how much i need you from our little walks to our little talks im a little shocked and i need to dock these feelings that i hold inside. from movie scenes to goodnight dreams without a doubt just think about the F-U-T-U-R-E you radiate like sunshine and my teddy bear at night time we can cuddle like penguins do for heat. i know im right this time i see the light that binds and i heard it through the grapevine that you wanted to be mine i hope that you believe for sure ill never leave we'll stick like super glue dear june, i love you.. dear june, words cannot describe how much i love you from our little walks to our little talks im a little shocked and i need to dock these feelings that i hold inside. [breakdown]. dear june, words cannot describe how much i love you from our little walks to our little talks im a little shocked and i need to dock these feelings that i hold inside",1503,en,
Death Of Us,https://www.metrolyrics.com/death-of-us-lyrics-rihanna.html,rihanna,"Boy it feels like torture, that's so bad I want you now, now, now When your body's near me, I just wanna lay him down, down, down Let's find a private corner, oh, a pussy for this crown, crown, crown Cause this grinding and this kissing got me wondering what I'm missing Right now, now, now. If we don't touch, it be the death of us It be the death of us If I don't taste your blow it be the death of us If we don't touch, it be the death of us It be the death of us If I don't taste your blow it be the death of us So come on, on. God I'm feeling all tonight Tease me, take me, get me high If we don't touch, it be the death of us It be the death of us. I'll let you be my daddy, if you come make mama proud, proud, proud Let's find a private corner, oh, a pussy for this crown, crown, crown Cause this grinding and this kissing got me wondering what I'm missing right now, now, now. If we don't touch, it be the death of us It be the death of us If I don't taste your blow it be the death of us If we don't touch, it be the death of us It be the death of us If I don't taste your blow it be the death of us So come on, on. God I'm feeling all tonight Tease me, take me, get me high If we don't touch, it be the death of us It be the death of us. Give me mouth to mouth, let them freaking out Cause boy you already know, eh. If we don't touch If I don't taste your blow Come on If we don't touch, it be the death of us, It be the death of us If I don't taste your blow it be the death of us So come on, on. God I'm feeling all tonight Tease me, take me, get me high If we don't touch, it be the death of us It be the death of us",1629,en,
Dem Haters,https://www.metrolyrics.com/dem-haters-lyrics-rihanna.html,rihanna,"I'm not concerned with people Who prey on the wealth of their fellow man (oh yea) Cause they only want to know you, enroll you Only for the things ya had I just think its so sad. Get dem haters out your circle Smile in your face but all they wanna do is bring ya down See them try to mess to hurt you And work you Anything to bring ya down. They keep evil thoughts in their hearts (what you dont know) You can't let them knock your hustle Not letting them know how much you struggle They turn green with envy when your on top And dem heart is full with strife Their by gonna try to take your life. (Refṛo). Ya know they talk about ya and they tell the lies Dont be fooled u betta recognize They not there for you They dont care for you Trust me cuz I know its true Ya see they smile in your face and make ya think they down Then they turn against you when your not around Its just jealousy and dishonesty So hold on to your sanity",932,en,
Desperado,https://www.metrolyrics.com/desperado-lyrics-rihanna.html,rihanna,"Desperado, sitting in an old Monte Carlo A man whose heart is hollow Take it easy, I'm not tryna go against you Actually, I'm going with you. Gotta get up out of here and you ain't leaving me behind I know you won't, 'cause we share common interests You need me, there ain't no leaving me behind Never, no, no, just want out of here Yeah, once I'm gone, ain't no going back. If you want we could be runaways, running from any sight of love Yeah, yeah, there ain't nothing, there ain't nothing here for me There ain't nothing here for me anymore But I don't wanna be alone. Desperado, sitting in an old Monte Carlo We've both had our hearts broke Take it easy, I'm not trying to go against you I can be a lone wolf with ya. Gotta get up out of here and you ain't leaving me behind I know you won't, 'cause we share common interests You need me, there ain't no leaving me behind Never, no, no, both want out of here Yeah, once we're gone, ain't no going back. If you want, we could be runaways, running from any sight of love Yeah, yeah, there ain't nothing, there ain't nothing here for me There ain't nothing here for me anymore I don't wanna be alone. Dear desperado Yeah, I don't wanna be alone Dear desperado Yeah, I don't wanna be alone. If you want, we could be runaways, running from any sight of love Yeah, yeah, there ain't nothing, there ain't nothing here for me There ain't nothing here for me anymore But I don't wanna be alone. If you want, we could be runaways, running from any sight of love Yeah, yeah, there ain't nothing, there ain't nothing here for me There ain't nothing here for me anymore But I don't wanna be alone",1638,en,
Diamonds,https://www.metrolyrics.com/diamonds-lyrics-rihanna.html,rihanna,"Shine bright like a diamond Shine bright like a diamond. Find light in the beautiful sea, I choose to be happy You and I, you and I, we're like diamonds in the sky You're a shooting star I see, a vision of ecstasy When you hold me, I'm alive, we're like diamonds in the sky. I knew that we'd become one right away, oh, right away At first sight I felt the energy of sun rays I saw the life inside your eyes. So shine bright tonight, you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky. Shine bright like a diamond (Whoa-oh) Shine bright like a diamond (Whoa-oh) Shining bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond (Whoa-oh) Shine bright like a diamond (Whoa-oh) Shining bright like a diamond We're beautiful like diamonds in the sky. Palms rise to the universe, as we moonshine and molly Feel the warmth, we'll never die, we're like diamonds in the sky You're a shooting star I see, a vision of ecstasy When you hold me, I'm alive, we're like diamonds in the sky. At first sight I felt the energy of sun rays I saw the life inside your eyes. So shine bright tonight, you and I Wewre beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky. Shine bright like a diamond (Whoa-oh) Shine bright like a diamond (Whoa-oh) Shining bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond (Whoa-oh) Shine bright like a diamond (Whoa-oh) Shining bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond. So shine bright, tonight, you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky. Shine bright like a diamond (Whoa-oh) Shine bright like a diamond (Whoa-oh) Shine bright like a diamond (Whoa, yeah). Shine bright like a diamond (Whoa-oh) Shine bright like a diamond (Whoa-oh) Shine bright like a diamond Shine bright like a diamond",2060,en,
Diamonds (Dave Aude 100 Extended),https://www.metrolyrics.com/diamonds-dave-aude-100-extended-lyrics-rihanna.html,rihanna,"Shine bright like a diamond Shine bright like a diamond. Find light in the beautiful sea I choose to be happy You and I, you and I We're like diamonds in the sky. You're a shooting star I see A vision of ecstasy When you hold me, I'm alive We're like diamonds in the sky. I knew that we'd become one right away Oh, right away At first sight I felt the energy of sun rays I saw the life inside your eyes. So shine bright, tonight you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky. Palms rise to the universe As we moonshine and molly Feel the warmth, we'll never die We're like diamonds in the sky. You're a shooting star I see A vision of ecstasy When you hold me, I'm alive We're like diamonds in the sky. At first sight I felt the energy of sun rays I saw the life inside your eyes. So shine bright, tonight you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond. So shine bright, tonight you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond",1919,en,
Diamonds (Gregor Salto Downtempo Remix),https://www.metrolyrics.com/diamonds-gregor-salto-downtempo-remix-lyrics-rihanna.html,rihanna,"Shine Bright like a Diamond Shine Bright like a Diamond. Find light in the beautiful sea I choose to be happy You and I, you and I We're like diamonds in the sky. You're a shooting star I see A vision of ecstasy When you hold me, I'm alive We're like diamonds in the sky. I knew that we'd become one right away A right away At first sight I left the energy of sun rays I saw the life inside your-eyes. So shine bright, tonight you and I We're like beautiful diamonds in the sky Eye to eye, so alive We're like beautiful diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond So shine bright, tonight you and I. We're like beautiful diamonds in the sky Eye to eye, so alive We're like beautiful diamonds in the sky Shine bright like a diamond. Shine bright like a diamond Shine bright like a diamond. We're beautiful like diamonds in the sky Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond. We're beautiful like diamonds in the sky Palms rise to the universe As we moonshine and molly Feel de warmth we'll never die. We're like diamonds in the sky You're a shooting star I see A vision of ecstasy When you hold me, I'm alive. We're like diamonds in the sky At first sight I felt the energy of un rays. I saw the inside your eyes Eye to eye, so alive We're beautiful like diamonds in the sky Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond We're beautiful like diamonds in the sky Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond AHHHHHHHHHHHHHHHHHH Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond",1940,en,
Diamonds (In The Sky),https://www.metrolyrics.com/diamonds-in-the-sky-lyrics-rihanna.html,rihanna,"Shine bright like a diamond Shine bright like a diamond. Find light in the beautiful sea I choose to be happy You and I, you and I We're like diamonds in the sky. You're a shooting star I see A vision of ecstasy When you hold me, I'm alive We're like diamonds in the sky. I knew that we'd become one right away Oh, right away At first sight I felt the energy of sun rays I saw the life inside your eyes. So shine bright, tonight, you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky. Palms rise to the universe As we moonshine and molly Feel the warmth, we'll never die We're like diamonds in the sky. You're a shooting star I see A vision of ecstasy When you hold me, I'm alive We're like diamonds in the sky. At first sight I felt the energy of sun rays I saw the life inside your eyes. So shine bright, tonight, you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond. So shine bright, tonight, you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond, oh yeah. Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond",1931,en,
Diamonds (Remix),https://www.metrolyrics.com/diamonds-remix-lyrics-rihanna.html,rihanna,"Shine bright like a diamond Shine bright like a diamond Find light in the beautiful sea I choose to be happy You and I, you and I We're like diamonds in the sky You're a shooting star I see A vision of ecstasy When you hold me, I'm alive We're like diamonds in the sky I knew that we'd become one right away Oh, right away At first sight I felt the energy of sun rays I saw the life inside your eyes So shine bright, tonight you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky Palms rise to the universe As we moonshine and molly Feel the warmth, we'll never die We're like diamonds in the sky You're a shooting star I see A vision of ecstasy When you hold me, I'm alive We're like diamonds in the sky At first sight I felt the energy of sun rays I saw the life inside your eyes So shine bright, tonight you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky Shine bright like a diamond Shine bright like a diamond Shining bright like a diamond We're beautiful like diamonds in the sky Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond So shine bright, tonight you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond Shine bright like a diamond",1903,en,
Disturbia,https://www.metrolyrics.com/disturbia-lyrics-rihanna.html,rihanna,"Bum bum be-dum, bum bum be-dum bum (What's wrong with me?) Bum bum be-dum, bum bum be-dum bum (Why do I feel like this?) Bum bum be-dum, bum bum be-dum bum (I'm going crazy now) Bum bum be-dum, bum bum be-dum bum. No more gas, in the red Can't even get it started Nothing heard, nothing said Can't even speak about it All my life on my head Don't want to think about it Feels like I'm going insane, yeah. It's a thief in the night to come and grab you It can creep up inside you and consume you A disease of the mind, it can control you It's too close for comfort. Put on your brake lights You're in the city of wonder Ain't gon' play nice Watch out, you might just go under Better think twice Your train of thought will be altered So if you must falter, be wise Your mind is in disturbia It's like the darkness is the light Disturbia Am I scaring you tonight? (Your mind is in) Disturbia Ain't used to what you like Disturbia, disturbia. Bum bum be-dum, bum bum be-dum bum Bum bum be-dum, bum bum be-dum bum Bum bum be-dum, bum bum be-dum bum Bum bum be-dum, bum bum be-dum bum. Faded pictures on the wall It's like they talkin' to me Disconnected, no one calls The phone don't even ring I gotta get out or figure this shit out It's too close for comfort, oh. It's a thief in the night to come and grab you It can creep up inside you and consume you A disease of the mind, it can control you I feel like a monster, oh. Put on your brake lights You're in the city of wonder Ain't gon' play nice Watch out, you might just go under Better think twice Your train of thought will be altered So if you must falter, be wise Your mind is in disturbia It's like the darkness is the light Disturbia Am I scaring you tonight? (Your mind is in) Disturbia Ain't used to what you like Disturbia, disturbia. Bum bum be-dum, bum bum be-dum bum Bum bum be-dum, bum bum be-dum bum Bum bum be-dum, bum bum be-dum bum Bum bum be-dum, bum bum be-dum bum. Release me from this curse I'm in Trying to remain tame, but I'm struggling You can't go-o-o-o-o-o I think I'm gonna oh, oh, oh, oh, oh. Put on your brake lights You're in the city of wonder Ain't gon' play nice Watch out, you might just go under Better think twice Your train of thought will be altered So if you must falter, be wise Your mind is in disturbia It's like the darkness is the light Disturbia Am I scaring you tonight? (Your mind is in) Disturbia Ain't used to what you like Disturbia, disturbia Bum bum be-dum, bum bum be-dum bum Bum bum be-dum, bum bum be-dum bum Bum bum be-dum, bum bum be-dum bum Bum bum be-dum, bum bum be-dum bum",2584,en,
